OBJECTID,landcoversLandCoverId,landcoversDataSource,landcoversMeasuredAt,siteName,landcoversMeasurementLatitude,landcoversMeasurementLongitude,elevation,landcoversMeasurementElevation,landcoversMucCode,landcoversMucDetails,landcoversMucDescription,landcoversDownwardExtraData,landcoversDownwardPhotoUrl,landcoversDryGround,landcoversEastClassifications,landcoversEastExtraData,landcoversEastPhotoUrl,landcoversFieldNotes,landcoversLeavesOnTrees,landcoversMuddy,landcoversNorthClassifications,landcoversNorthExtraData,landcoversNorthPhotoUrl,landcoversRainingSnowing,landcoversSnowIce,landcoversSouthClassifications,landcoversSouthExtraData,landcoversSouthPhotoUrl,landcoversStandingWater,landcoversUpwardExtraData,landcoversUpwardPhotoUrl,landcoversWestClassifications,landcoversWestExtraData,landcoversWestPhotoUrl
486,33668,GLOBE Observer App,6/24/20 23:30,14SPB942535,33.00350189,-96.92102814,145.199997,150.3000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713149/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713145/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713144/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713146/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713148/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713147/original.jpg
487,33675,GLOBE Observer App,6/24/20 23:37,14SPB946535,33.00270081,-96.91670227,145.5,145.3000031,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713188/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713184/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713183/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713185/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713187/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713186/original.jpg
488,33677,GLOBE Observer App,6/24/20 21:56,14RPU060612,30.37870026,-97.89649963,227.3999939,224.5,M41,,"Herbaceous/Grassland, Tall Grass","(source: app, (compassData.horizon: -87.1301508449753))",https://data.globe.gov/system/photos/2020/06/24/1713200/original.jpg,TRUE,"60% MUC 41 [Herbaceous/Grassland, Tall Grass]; 40% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 0.9222602326428984))",https://data.globe.gov/system/photos/2020/06/24/1713196/original.jpg,(none),TRUE,TRUE,"30% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 70% MUC 41 [Herbaceous/Grassland, Tall Grass]","(source: app, (compassData.horizon: -0.40399889511820675))",https://data.globe.gov/system/photos/2020/06/24/1713195/original.jpg,FALSE,FALSE,"40% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 60% MUC 41 [Herbaceous/Grassland, Tall Grass]","(source: app, (compassData.horizon: 0.9134880626853459))",https://data.globe.gov/system/photos/2020/06/24/1713197/original.jpg,FALSE,"(source: app, (compassData.horizon: -0.9375863887031528))",https://data.globe.gov/system/photos/2020/06/24/1713199/original.jpg,"40% MUC 41 [Herbaceous/Grassland, Tall Grass]; 60% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 1.0513831886631664))",https://data.globe.gov/system/photos/2020/06/24/1713198/original.jpg
489,33678,GLOBE Observer App,6/24/20 22:18,14RPU059615,30.3810997,-97.89730072,210.8999939,193,M56,,"Barren, Dirt/Other","(source: app, (compassData.horizon: -86.84611319686715))",https://data.globe.gov/system/photos/2020/06/24/1713206/original.jpg,TRUE,"30% MUC 53 [Barren, Bare Rock]; 20% MUC 56 [Barren, Dirt/Other]; 60% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: -1.9464010159856713))",https://data.globe.gov/system/photos/2020/06/24/1713202/original.jpg,(none),TRUE,FALSE,"100% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: -1.8539284801611444))",https://data.globe.gov/system/photos/2020/06/24/1713201/original.jpg,FALSE,FALSE,"40% MUC 53 [Barren, Bare Rock]; 50% MUC 56 [Barren, Dirt/Other]; 10% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 1.3331370005134886))",https://data.globe.gov/system/photos/2020/06/24/1713203/original.jpg,FALSE,"(source: app, (compassData.horizon: -49.6195541911433))",https://data.globe.gov/system/photos/2020/06/24/1713205/original.jpg,"20% MUC 53 [Barren, Bare Rock]; 60% MUC 56 [Barren, Dirt/Other]; 20% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 1.0669394759548396))",https://data.globe.gov/system/photos/2020/06/24/1713204/original.jpg
490,33679,GLOBE Observer App,6/24/20 23:39,14SPB952536,33.00347137,-96.91040802,156.6000061,156.199997,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713218/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713214/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713213/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713215/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713217/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713216/original.jpg
491,33680,GLOBE Observer App,6/24/20 23:51,14SPB957536,33.00347137,-96.90502167,153,152.199997,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713231/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713227/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713226/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713228/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713230/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713229/original.jpg
492,33681,GLOBE Observer App,6/24/20 22:28,14RPU057613,30.37989998,-97.89980316,206.5,203.8999939,M56,,"Barren, Dirt/Other","(source: app, (compassData.horizon: -85.89858842578691))",https://data.globe.gov/system/photos/2020/06/24/1713237/original.jpg,TRUE,"30% MUC 42 [Herbaceous/Grassland, Medium Grass]; 80% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 30% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 2.57093247930176))",https://data.globe.gov/system/photos/2020/06/24/1713233/original.jpg,(none),TRUE,FALSE,"30% MUC 53 [Barren, Bare Rock]; 50% MUC 56 [Barren, Dirt/Other]; 70% MUC 1 [Trees, Loosely Spaced, Not Sure Which]","(source: app, (compassData.horizon: 1.4055012657618278))",https://data.globe.gov/system/photos/2020/06/24/1713232/original.jpg,FALSE,FALSE,"40% MUC 56 [Barren, Dirt/Other]; 90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 0.47804555564034956))",https://data.globe.gov/system/photos/2020/06/24/1713234/original.jpg,TRUE,"(source: app, (compassData.horizon: 88.59061176339593))",https://data.globe.gov/system/photos/2020/06/24/1713236/original.jpg,"90% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 30% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: 2.569698449084413))",https://data.globe.gov/system/photos/2020/06/24/1713235/original.jpg
493,33682,GLOBE Observer App,6/24/20 22:42,14RPU054613,30.37929916,-97.90219879,226.8999939,223.3999939,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -89.19081778481055))",https://data.globe.gov/system/photos/2020/06/24/1713243/original.jpg,TRUE,"90% MUC 91 [Urban, Residential Property]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 6.997255781796241))",https://data.globe.gov/system/photos/2020/06/24/1713239/original.jpg,(none),TRUE,FALSE,"40% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 7.422647204486154))",https://data.globe.gov/system/photos/2020/06/24/1713238/original.jpg,FALSE,FALSE,"80% MUC 91 [Urban, Residential Property]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 10.330465444400119))",https://data.globe.gov/system/photos/2020/06/24/1713240/original.jpg,FALSE,"(source: app, (compassData.horizon: 88.90362197428945))",https://data.globe.gov/system/photos/2020/06/24/1713242/original.jpg,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 91 [Urban, Residential Property]; 60% MUC 93 [Urban, Roads and Parking]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 8.69971387766033))",https://data.globe.gov/system/photos/2020/06/24/1713241/original.jpg
494,33683,GLOBE Observer App,6/24/20 22:57,14RPU050616,30.38190079,-97.90660095,204.199997,207.5,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -74.68574706768165))",https://data.globe.gov/system/photos/2020/06/24/1713249/original.jpg,TRUE,"70% MUC 93 [Urban, Roads and Parking]; 30% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 2.4316845814012))",https://data.globe.gov/system/photos/2020/06/24/1713245/original.jpg,(none),TRUE,FALSE,"80% MUC 02 (n) [Trees, Closely Spaced, Deciduous - Needle Leaved]; 20% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: -0.43817583099998103))",https://data.globe.gov/system/photos/2020/06/24/1713244/original.jpg,FALSE,FALSE,"70% MUC 91 [Urban, Residential Property]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 0.5062227925738654))",https://data.globe.gov/system/photos/2020/06/24/1713246/original.jpg,FALSE,"(source: app, (compassData.horizon: -58.973558216028195))",https://data.globe.gov/system/photos/2020/06/24/1713248/original.jpg,"70% MUC 91 [Urban, Residential Property]; 30% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 1.8237851017961333))",https://data.globe.gov/system/photos/2020/06/24/1713247/original.jpg
495,33684,GLOBE Observer App,6/24/20 23:58,14SPB957541,33.00812149,-96.90499878,150.5,149.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713255/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713251/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713250/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713252/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713254/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/24/1713253/original.jpg
496,33685,GLOBE Observer App,6/25/20 0:07,14SPB952541,33.00809097,-96.91030121,148.199997,148.3999939,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713273/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713269/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713268/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713270/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713272/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713271/original.jpg
497,33686,GLOBE Observer App,6/25/20 0:09,14SPB947541,33.00799942,-96.91570282,155.6000061,155.6000061,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713300/original.jpg,TRUE,null,null,null,(none),TRUE,FALSE,null,null,null,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713289/original.jpg,FALSE,null,null,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713294/original.jpg
498,33687,GLOBE Observer App,6/25/20 0:21,14SPB942540,33.00802994,-96.92102051,154.199997,154.8999939,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713319/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713315/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713314/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713316/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713318/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713317/original.jpg
499,33688,GLOBE Observer App,6/25/20 0:23,14SPB937540,33.00802994,-96.92630005,145.5,145.699997,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713325/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713321/original.jpg,(none),TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713320/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713322/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713324/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713323/original.jpg
500,33689,GLOBE Observer App,6/25/20 0:27,14SPB932540,33.00799942,-96.9315567,139.1000061,140,null,,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713331/original.jpg,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713327/original.jpg,(none),TRUE,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713326/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713328/original.jpg,TRUE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713330/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1713329/original.jpg
501,35009,GLOBE Observer App,6/25/20 21:13,19QFV960942,18.02770042,-67.14779663,28.70000076,22.39999962,null,,null,null,null,TRUE,null,null,null,It doesn’t rain a lot.,TRUE,FALSE,null,null,null,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1761576/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1761578/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/06/25/1761577/original.jpg
502,34910,GLOBE Observer App,7/12/20 18:59,19QFV960942,18.02759933,-67.14800262,28.70000076,24.29999924,null,,null,null,null,TRUE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/12/1754828/original.jpg,"High temperatures, drought in the las couple of weeks, mosquitoes present.",TRUE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/12/1754826/original.jpg,FALSE,FALSE,null,(source: camera),https://data.globe.gov/system/photos/2020/07/12/1754832/original.jpg,FALSE,(source: camera),https://data.globe.gov/system/photos/2020/07/12/1754836/original.jpg,null,(source: camera),https://data.globe.gov/system/photos/2020/07/12/1754835/original.jpg
503,33709,GLOBE Observer App,6/25/20 22:12,14RPU065598,30.36619949,-97.89160156,251,253.3000031,M93,,"Urban, Roads and Parking","(source: app, (compassData.horizon: -89.1827441539762))",https://data.globe.gov/system/photos/2020/06/25/1714887/original.jpg,TRUE,"60% MUC 92 [Urban, Commercial Property]; 40% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -11.844247591776295))",https://data.globe.gov/system/photos/2020/06/25/1714883/original.jpg,(none),TRUE,FALSE,"40% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]; 50% MUC 41 [Herbaceous/Grassland, Tall Grass]; 40% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]","(source: app, (compassData.horizon: 4.925890171479139))",https://data.globe.gov/system/photos/2020/06/25/1714882/original.jpg,FALSE,FALSE,"60% MUC 93 [Urban, Roads and Parking]; 50% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 4.860318079336508))",https://data.globe.gov/system/photos/2020/06/25/1714884/original.jpg,FALSE,"(source: app, (compassData.horizon: 1.6045999614696882))",https://data.globe.gov/system/photos/2020/06/25/1714886/original.jpg,"30% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 93 [Urban, Roads and Parking]","(source: app, (compassData.horizon: 5.6377451550839055))",https://data.globe.gov/system/photos/2020/06/25/1714885/original.jpg
504,33710,GLOBE Observer App,6/25/20 22:15,14RPU070597,30.36470032,-97.88619995,251.6000061,250.1000061,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -88.88794623360755))",https://data.globe.gov/system/photos/2020/06/25/1714893/original.jpg,TRUE,"80% MUC 91 [Urban, Residential Property]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 2.4430546824031154))",rejected,(none),TRUE,FALSE,"40% MUC 91 [Urban, Residential Property]; 60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 3.953887495314902))",https://data.globe.gov/system/photos/2020/06/25/1714888/original.jpg,FALSE,FALSE,"70% MUC 93 [Urban, Roads and Parking]; 30% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]; 40% MUC 21 (l) [Shrubs, Loosely Spaced, Tall Evergreen]","(source: app, (compassData.horizon: 2.4753259847768305))",https://data.globe.gov/system/photos/2020/06/25/1714890/original.jpg,FALSE,"(source: app, (compassData.horizon: -43.035037751245895))",https://data.globe.gov/system/photos/2020/06/25/1714892/original.jpg,"40% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]; 40% MUC 12 (n) [Trees, Loosely Spaced, Deciduous - Needle Leaved]","(source: app, (compassData.horizon: 4.104142225610161))",https://data.globe.gov/system/photos/2020/06/25/1714891/original.jpg
505,33714,GLOBE Observer App,6/25/20 22:19,14RPU070592,30.36039925,-97.88639832,241.199997,239.1000061,M91,,"Urban, Residential Property","(source: app, (compassData.horizon: -84.71503672006307))",https://data.globe.gov/system/photos/2020/06/25/1714918/original.jpg,TRUE,"50% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 1.217479612754147))",https://data.globe.gov/system/photos/2020/06/25/1714913/original.jpg,(none),TRUE,FALSE,"70% MUC 91 [Urban, Residential Property]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 1.4396857017706424))",https://data.globe.gov/system/photos/2020/06/25/1714912/original.jpg,FALSE,FALSE,"40% MUC 93 [Urban, Roads and Parking]; 40% MUC 91 [Urban, Residential Property]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: -2.302796526527416))",https://data.globe.gov/system/photos/2020/06/25/1714915/original.jpg,FALSE,"(source: app, (compassData.horizon: -47.4874629056833))",https://data.globe.gov/system/photos/2020/06/25/1714917/original.jpg,"40% MUC 91 [Urban, Residential Property]; 30% MUC 93 [Urban, Roads and Parking]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 3.479210164763316))",https://data.globe.gov/system/photos/2020/06/25/1714916/original.jpg
506,34939,GLOBE Observer App,7/9/20 1:16,14RPU070592,30.36079979,-97.88610077,241.199997,234.6000061,M02,b,"Trees, Closely Spaced, Deciduous - Broad Leaved","(source: app, (compassData.horizon: -83.12748711262896))",https://data.globe.gov/system/photos/2020/07/09/1757293/original.jpg,TRUE,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 20% MUC 94 [Urban, Other]; 10% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: -5.716434883373154))",https://data.globe.gov/system/photos/2020/07/09/1757283/original.jpg,(none),TRUE,FALSE,"60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 30% MUC 94 [Urban, Other]; 10% MUC 56 [Barren, Dirt/Other]","(source: app, (compassData.horizon: -2.988473739343192))",https://data.globe.gov/system/photos/2020/07/09/1757282/original.jpg,FALSE,FALSE,"30% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 56 [Barren, Dirt/Other]; 30% MUC 32 (l) [Shrubs, Loosely Spaced, Short Deciduous]; 10% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 6.292245206471904))",https://data.globe.gov/system/photos/2020/07/09/1757286/original.jpg,TRUE,"(source: app, (compassData.horizon: 82.78048265187242))",https://data.globe.gov/system/photos/2020/07/09/1757289/original.jpg,null,null,null
507,33713,GLOBE Observer App,6/25/20 22:35,14RPU070603,30.37000084,-97.88600159,282.2000122,284.2000122,M02,b,"Trees, Closely Spaced, Deciduous - Broad Leaved","(source: app, (compassData.horizon: -87.98685788851802))",https://data.globe.gov/system/photos/2020/06/25/1714911/original.jpg,TRUE,"30% MUC 42 [Herbaceous/Grassland, Medium Grass]; 70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 4.944526556504982))",https://data.globe.gov/system/photos/2020/06/25/1714907/original.jpg,(none),TRUE,FALSE,"40% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: 2.1830209578295126))",https://data.globe.gov/system/photos/2020/06/25/1714906/original.jpg,FALSE,FALSE,"80% MUC 41 [Herbaceous/Grassland, Tall Grass]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]","(source: app, (compassData.horizon: -0.05424803965092906))",https://data.globe.gov/system/photos/2020/06/25/1714908/original.jpg,FALSE,"(source: app, (compassData.horizon: 79.34034443796394))",https://data.globe.gov/system/photos/2020/06/25/1714910/original.jpg,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]","(source: app, (compassData.horizon: 1.079046353999928))",https://data.globe.gov/system/photos/2020/06/25/1714909/original.jpg
508,33718,GLOBE Observer App,6/25/20 23:24,14SPB878512,32.98379898,-96.98989868,140.699997,140.699997,null,,null,"(source: app, (compassData.horizon: -87.63657061885588))",https://data.globe.gov/system/photos/2020/06/25/1715015/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -6.428769266549466))",https://data.globe.gov/system/photos/2020/06/25/1715011/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -9.769829181927435))",https://data.globe.gov/system/photos/2020/06/25/1715010/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -4.832820367387669))",https://data.globe.gov/system/photos/2020/06/25/1715012/original.jpg,FALSE,"(source: app, (compassData.horizon: 85.91812300837636))",https://data.globe.gov/system/photos/2020/06/25/1715014/original.jpg,null,"(source: app, (compassData.horizon: -6.5715805707182255))",https://data.globe.gov/system/photos/2020/06/25/1715013/original.jpg
509,33722,GLOBE Observer App,6/25/20 23:50,14SPB892508,32.979599,-96.97460175,141.8999939,140.699997,null,,null,"(source: app, (compassData.horizon: -88.21954541423385))",https://data.globe.gov/system/photos/2020/06/25/1715045/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -8.426172540126203))",https://data.globe.gov/system/photos/2020/06/25/1715041/original.jpg,No mosquito habitat,TRUE,TRUE,null,"(source: app, (compassData.horizon: -24.402841949768913))",https://data.globe.gov/system/photos/2020/06/25/1715040/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: 9.968058740250555))",https://data.globe.gov/system/photos/2020/06/25/1715042/original.jpg,FALSE,"(source: app, (compassData.horizon: 84.01573422432789))",https://data.globe.gov/system/photos/2020/06/25/1715044/original.jpg,null,"(source: app, (compassData.horizon: -4.457518899073719))",https://data.globe.gov/system/photos/2020/06/25/1715043/original.jpg
510,33723,GLOBE Observer App,6/25/20 23:55,14SPB887508,32.97949982,-96.97979736,141.5,140.8000031,null,,null,"(source: app, (compassData.horizon: -89.0896226402219))",https://data.globe.gov/system/photos/2020/06/25/1715051/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -3.8792815373502094))",https://data.globe.gov/system/photos/2020/06/25/1715047/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -9.813706889564216))",https://data.globe.gov/system/photos/2020/06/25/1715046/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -17.1121622001983))",rejected,FALSE,"(source: app, (compassData.horizon: 89.13649937564101))",https://data.globe.gov/system/photos/2020/06/25/1715050/original.jpg,null,"(source: app, (compassData.horizon: -6.367048062963292))",https://data.globe.gov/system/photos/2020/06/25/1715049/original.jpg
511,33725,GLOBE Observer App,6/26/20 0:05,14SPB877507,32.97869873,-96.9905014,141.1000061,141,null,,null,"(source: app, (compassData.horizon: -88.07563388833957))",https://data.globe.gov/system/photos/2020/06/26/1715063/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -8.389812086535699))",https://data.globe.gov/system/photos/2020/06/26/1715059/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -14.045204221500896))",https://data.globe.gov/system/photos/2020/06/26/1715058/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -5.58575098130521))",https://data.globe.gov/system/photos/2020/06/26/1715060/original.jpg,FALSE,"(source: app, (compassData.horizon: 89.29673850800675))",https://data.globe.gov/system/photos/2020/06/26/1715062/original.jpg,null,"(source: app, (compassData.horizon: -12.226633690643581))",https://data.globe.gov/system/photos/2020/06/26/1715061/original.jpg
512,33726,GLOBE Observer App,6/26/20 0:12,14SPB872509,32.98080063,-96.99629974,139.1000061,139.199997,null,,null,"(source: app, (compassData.horizon: -85.37749763422428))",https://data.globe.gov/system/photos/2020/06/26/1715069/original.jpg,TRUE,null,"(source: app, (compassData.horizon: -18.773984833883787))",https://data.globe.gov/system/photos/2020/06/26/1715065/original.jpg,No mosquito habitat,TRUE,FALSE,null,"(source: app, (compassData.horizon: -17.75115401503423))",https://data.globe.gov/system/photos/2020/06/26/1715064/original.jpg,FALSE,FALSE,null,"(source: app, (compassData.horizon: -17.65161693169334))",https://data.globe.gov/system/photos/2020/06/26/1715066/original.jpg,FALSE,"(source: app, (compassData.horizon: 87.83093237384166))",https://data.globe.gov/system/photos/2020/06/26/1715068/original.jpg,null,"(source: app, (compassData.horizon: -12.77400929049115))",rejected
