OBJECTID,LandCoverID,MeasuredTime,SiteName,MeasuredLatitude,MeasuredLogitude,Elevation,MeasuredElevation,MucDescription
517,33759,6/25/20 23:50,14SPB957526,32.99462891,-96.90505981,152.1000061,152.6000061,null
518,33760,6/25/20 23:59,14SPB932521,32.9905014,-96.93160248,140.8999939,140.8999939,null
519,33761,6/26/20 0:07,14SPB937521,32.99034119,-96.92616272,140.199997,138.6000061,null
520,33762,6/26/20 0:11,14SPB942521,32.99018097,-96.92108917,140.3000031,140.3999939,null
521,33763,6/26/20 0:15,14SPB947521,32.99008942,-96.91557312,150.699997,152.5,null
522,33764,6/26/20 0:19,14SPB952521,32.9901886,-96.91042328,143.8000031,145.6000061,null
523,33843,6/27/20 23:27,14SPB868504,32.97679901,-97.0007019,142.3000031,142.3999939,null
524,33844,6/27/20 23:31,14SPB873504,32.97610092,-96.99469757,144.3000031,143.6000061,null
525,33845,6/27/20 23:34,14SPB878504,32.97660065,-96.98999786,140.699997,142.5,null
526,33848,6/27/20 23:45,14SPB888504,32.9762001,-96.97930145,142.699997,143.1000061,null
527,33852,6/28/20 0:01,14SPB883499,32.97190094,-96.98419952,146.5,144.3999939,null
528,33853,6/28/20 0:07,14SPB879499,32.97129822,-96.9890976,147.6000061,146.6000061,null
529,33854,6/28/20 0:12,14SPB874504,32.97660065,-96.99359894,143.3999939,141.1000061,null
530,33855,6/28/20 0:19,14SPB868499,32.97169876,-97.00080109,147.1000061,147,null
531,33865,6/25/20 12:19,14RPU188734,30.48719978,-97.7614975,262.6000061,262.2000122,"Urban, Roads and Parking"
532,32377,6/15/20 18:30,17TKF785839,41.37649918,-83.6486969,211,211,null
533,32383,6/15/20 19:04,17TKF785844,41.38100052,-83.6486969,208.199997,207.699997,null
534,32384,6/15/20 19:12,17TKF784829,41.36750031,-83.64849854,212.8999939,213.6000061,null
535,32385,6/15/20 19:19,17TKF779835,41.37319946,-83.65470123,210.8000031,210.1000061,null
536,32386,6/15/20 19:30,17TKF779830,41.36800003,-83.65450287,212.3000031,212,null
537,32415,6/16/20 0:13,14SPB957531,32.99909973,-96.90499878,162.199997,163.1000061,null
538,32417,6/16/20 0:18,14SPB952531,32.99909973,-96.91010284,160.5,160.8000031,null
539,32418,6/16/20 0:25,14SPB947530,32.99850082,-96.9151001,157.1000061,158.3000031,null
540,32419,6/15/20 23:09,16TDM012240,41.76229858,-88.18840027,210,210.199997,null
541,32420,6/16/20 0:32,14SPB942531,32.9992981,-96.92060089,141.8000031,142,null
542,32422,6/15/20 21:42,18TWK290766,40.44039917,-74.65699768,24.299999239999998,21.60000038,null
543,32424,6/15/20 21:51,18TWK293760,40.43489838,-74.65440369,24.799999239999998,22.200000760000002,null
544,32425,6/15/20 21:56,18TWK294763,40.43700027,-74.65229797,16.89999962,27.200000760000002,null
545,32426,6/15/20 22:01,18TWK298758,40.43249893,-74.64859772,26.5,26.60000038,null
546,32428,6/16/20 0:40,14SPB936531,32.9992981,-96.9272995,140.3000031,140,null
547,32438,6/16/20 0:47,14SPB932530,32.99919128,-96.93154144,139.6000061,140,null
548,33960,6/25/20 14:36,11SLT924767,34.12630081,-118.1663971,194.6000061,214.8999939,"Urban, Residential Property"
549,32551,6/13/20 12:27,14SPB715367,32.85509872,-97.16619873,188.8000031,186.6000061,"Urban, Residential Property"
550,32549,6/13/20 12:23,14SPB715367,32.8553009,-97.167099,188.8000031,187.8999939,"Urban, Residential Property"
551,32553,6/13/20 12:33,14SPB716368,32.85609818,-97.16590118,186.8999939,186.5,"Urban, Residential Property"
552,32495,6/16/20 17:02,17TKF769835,41.3730011,-83.66670227,209.8999939,210.5,null
553,32496,6/16/20 17:09,17TKF768830,41.36830139,-83.66770172,211.199997,211.5,null
554,32497,6/16/20 17:20,17TKF774835,41.37239838,-83.66120148,210.199997,210.199997,null
555,32498,6/16/20 17:26,17TKF774830,41.36780167,-83.66040039,212.3999939,213,null
556,32499,6/16/20 17:35,17TKF774826,41.36439896,-83.66030121,215.8000031,216.3999939,null
557,32509,6/16/20 18:43,18TXL067173,40.79999924,-73.73500061,18.200000760000002,20,null
558,32510,6/16/20 18:30,18TXL065177,40.80400085,-73.73690033,23.89999962,24.39999962,null
559,32513,6/16/20 18:55,18TXL071173,40.80039978,-73.73020172,28.200000760000002,26.39999962,null
560,32514,6/16/20 19:03,17TLH212163,42.57929993,-83.17839813,233.8999939,235.699997,null
561,32515,6/16/20 19:05,18TXL076174,40.80120087,-73.72399902,25.700000760000002,25.799999239999998,null
562,32516,6/16/20 19:09,17TLH212160,42.57659912,-83.17780304,232.199997,232.8000031,null
563,32518,6/16/20 19:18,17TLH210155,42.57180023,-83.18009949,231.3000031,230.699997,null
564,32560,6/13/20 12:36,14SPB716369,32.85680008,-97.16590118,188.699997,187.8000031,"Urban, Residential Property"
565,32523,6/16/20 19:41,17TLH210152,42.56909943,-83.18000031,230.199997,229.1000061,null
566,32538,6/16/20 15:35,16TDM013229,41.7519989,-88.18669891,212.6000061,212.6000061,"Herbaceous/Grassland, Short Grass"
567,32539,6/16/20 16:36,16TDM021242,41.76409912,-88.17759705,207.5,207.1000061,"Open Water, Freshwater"
568,32540,6/16/20 16:40,16TDM019243,41.76499939,-88.1792984,207.1000061,208.1000061,"Urban, Roads and Parking"
569,32558,6/13/20 12:46,14SPB716370,32.85810089,-97.16590118,188.8000031,189.199997,"Urban, Residential Property"
570,32559,6/13/20 12:53,14SPB715370,32.85779953,-97.16670227,191.199997,190.1000061,"Urban, Residential Property"
571,32587,6/16/20 22:58,14SPB715370,32.85850143,-97.16699982,191.199997,192.5,"Urban, Residential Property"
572,32678,6/16/20 22:24,10SEG839287,37.30189896,-122.0522995,135.8999939,126.699997,"Urban, Residential Property"
573,32577,6/16/20 23:01,14SPB717371,32.85889816,-97.16459656,190.6000061,194.3000031,"Urban, Residential Property"
574,32578,6/16/20 23:04,14SPB718372,32.85979843,-97.16349792,197.1000061,195.699997,"Urban, Residential Property"
575,32580,6/16/20 23:10,14SPB720372,32.85950089,-97.16100311,192.699997,189.8000031,"Urban, Residential Property"
576,32581,6/16/20 23:13,14SPB720371,32.8586998,-97.16179657,189.699997,191.699997,"Urban, Residential Property"
577,32583,6/16/20 23:17,14SPB718370,32.85779953,-97.1631012,195,194.3999939,"Urban, Residential Property"
578,32585,6/16/20 23:20,14SPB718371,32.8586998,-97.16290283,196.3000031,196.8999939,"Urban, Residential Property"
579,32591,6/16/20 23:23,18TWK309763,40.43719864,-74.63510132,23,22.799999239999998,null
580,32594,6/16/20 23:46,18TWK312757,40.43190002,-74.63130188,32,31.799999239999998,null
581,32598,6/17/20 0:07,18TWK303761,40.43519974,-74.64240265,19.299999239999998,20,null
582,32599,6/17/20 0:12,18TWK302766,40.44010162,-74.6434021,15.399999619999999,16.5,null
583,32600,6/17/20 0:14,18TWK301767,40.44100189,-74.64479828,15.30000019,18.299999239999998,null
584,32603,6/17/20 0:27,14RPU065527,30.3015995,-97.89150238,267.6000061,271.8999939,null
585,32609,6/16/20 23:54,14RPU126673,30.43289948,-97.82710266,288.2000122,287.3999939,null
586,32615,6/17/20 0:50,14RPU139685,30.44409943,-97.81349945,293.5,298.6000061,null
587,32616,6/17/20 0:58,14RPU127692,30.45009995,-97.82569885,297.1000061,306.7999878,null
588,32618,6/14/20 18:37,15RTN660976,29.78680038,-95.42050171,15.19999981,15,null
589,32619,6/14/20 18:39,15RTN655975,29.78619957,-95.4253006,16.10000038,15.399999619999999,null
590,32620,6/14/20 18:45,15RTN660970,29.78199959,-95.41960144,16.299999239999998,16.5,null
591,32662,6/14/20 18:47,15RTN656970,29.78190041,-95.42459869,16.10000038,15.80000019,null
592,32622,6/14/20 18:49,15RTN650970,29.78190041,-95.43070221,18.39999962,18,null
593,32636,6/14/20 17:10,15RTN650975,29.78590012,-95.43060303,17.799999239999998,17.60000038,null
594,32637,6/14/20 17:13,15RTN651980,29.79080009,-95.42949677,17.60000038,17.700000760000002,null
595,32638,6/14/20 17:16,15RTN650986,29.7954998,-95.43019867,18,17.700000760000002,null
596,32652,6/14/20 18:00,15RTN670976,29.78759956,-95.41000366,18.10000038,18.10000038,null
597,32653,6/14/20 18:02,15RTN670980,29.79109955,-95.41020203,18.5,18.799999239999998,null
598,32654,6/14/20 18:05,15RTN669986,29.79599953,-95.4108963,19.10000038,19.5,null
599,32655,6/14/20 18:07,15RTN665985,29.79560089,-95.41529846,11.100000380000001,16.200000760000002,null
600,32656,6/14/20 18:10,15RTN659985,29.79560089,-95.4210968,14.5,16.5,null
601,32658,6/14/20 18:19,15RTN661980,29.79089928,-95.41960144,15.69999981,15.69999981,null
602,32659,6/14/20 18:24,15RTN655979,29.79000092,-95.42539978,16.799999239999998,16.39999962,null
603,32660,6/14/20 18:28,15RTN655985,29.7954998,-95.42590332,17.10000038,16.5,null
604,32661,6/14/20 18:32,15RTN665976,29.78730011,-95.41549683,14.399999619999999,17,null
605,34955,7/14/20 1:37,15RTN649970,29.78190041,-95.43090057,18.89999962,18.10000038,null
606,32663,6/17/20 1:05,14RPU063522,30.29739952,-97.89440155,242.5,246.1000061,null
607,32668,6/16/20 23:06,15RTN515714,29.54829979,-95.56420135,21.89999962,21.60000038,null
608,32669,6/16/20 23:15,15RTN519709,29.5435009,-95.55999756,20.799999239999998,20.60000038,null
609,32670,6/16/20 23:25,15RTN520713,29.54710007,-95.55930328,20.299999239999998,19.299999239999998,null
610,32671,6/16/20 23:31,15RTN521712,29.54660034,-95.55750275,20.10000038,19.299999239999998,null
611,32672,6/16/20 23:42,15RTN523713,29.54730034,-95.55539703,23.39999962,20.299999239999998,null
612,32673,6/16/20 23:50,15RTN527714,29.54789925,-95.55200195,20.5,20.39999962,null
613,32674,6/16/20 23:58,15RTN522709,29.54339981,-95.5562973,20.200000760000002,20.89999962,null
614,32675,6/17/20 0:09,15RTN510708,29.54220009,-95.56929779,20.89999962,20.89999962,null
615,32679,6/16/20 22:39,10SEG839283,37.2983017,-122.0523987,191.8000031,159.3999939,"Urban, Roads and Parking"
616,32680,6/16/20 22:54,10SEG844283,37.29769897,-122.0472031,122.3000031,119.5999985,"Urban, Residential Property"
617,32682,6/13/20 22:33,14RPU069598,30.36569977,-97.88749695,246.8000031,249.1000061,null
618,32683,6/13/20 22:49,14RPU064601,30.36870003,-97.89170074,238.3000031,246.3999939,null
619,32684,6/13/20 23:14,14RPU056596,30.36389923,-97.90029907,247.8999939,248.6000061,null
620,35291,7/13/20 0:40,14RPU056596,30.36450005,-97.90010071,247.8999939,248.3000031,null
621,32685,6/14/20 20:58,14RPU062611,30.37750053,-97.89459991,232.3000031,230.5,null
622,32686,6/14/20 21:31,14RPU057597,30.36520004,-97.89929962,247.6000061,254.1000061,null
623,32687,6/14/20 21:42,14RPU058600,30.36770058,-97.89800262,243.699997,242.6000061,null
624,32688,6/16/20 0:39,14RPU067596,30.3640995,-97.88929749,238,233.8000031,null
625,32689,6/16/20 1:08,14RPU064594,30.36240005,-97.89240265,229.3000031,232.8999939,null
626,32694,6/13/20 20:18,10TFP313806,44.06700134,-121.3598023,1155.400024,1144.900024,"Trees, Closely Spaced, Evergreen - Needle Leaved"
627,32695,6/13/20 21:09,10TFP318806,44.06689835,-121.3537979,1139.800049,1139.199951,"Urban, Roads and Parking"
628,32699,6/13/20 21:49,10TFP327806,44.06679916,-121.3426971,1160.699951,1166.800049,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
629,32700,6/13/20 21:54,10TFP331806,44.06669998,-121.3367996,1167.900024,1172.800049,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
630,32702,6/13/20 22:04,10TFP327800,44.06190109,-121.3422012,1129.199951,1125.5,"Urban, Roads and Parking"
631,32704,6/13/20 22:11,10TFP322805,44.06600189,-121.3486023,1129.599976,1134.800049,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
632,32705,6/13/20 22:19,10TFP318795,44.057701109999996,-121.3538971,1155.699951,1153.300049,"Urban, Roads and Parking"
633,32706,6/13/20 22:24,10TFP322795,44.05759811,-121.3482971,1138.099976,1142.199951,"Urban, Roads and Parking"
634,32707,6/13/20 22:29,10TFP328795,44.05749893,-121.3420029,1141.099976,1134.699951,"Trees, Loosely Spaced, Evergreen - Needle Leaved"
635,32708,6/13/20 22:33,10TFP332795,44.05739975,-121.3367996,1125.5,1126.5,"Urban, Roads and Parking"
636,32724,6/16/20 20:49,18SUJ060260,39.06169891,-77.24150085,87.80000305,82.19999695,null
637,32730,6/17/20 14:41,14SPB714366,32.85449982,-97.16729736,190,187,"Urban, Residential Property"
638,32731,6/17/20 14:44,14SPB715366,32.85449982,-97.16629791,187.3999939,184.1000061,"Urban, Residential Property"
639,32732,6/17/20 14:49,14SPB714365,32.85409927,-97.16790009,185.6000061,187.8999939,"Urban, Residential Property"
640,32733,6/17/20 14:51,14SPB713366,32.85480118,-97.16860199,187.3000031,189.6000061,"Urban, Residential Property"
641,32735,6/15/20 13:39,14SQB130717,33.16339874,-96.71520233,225.199997,226.199997,null
642,32736,6/15/20 13:52,14SQB130714,33.16049957,-96.7154007,227.199997,227.8999939,null
643,32737,6/15/20 14:02,14SQB129719,33.16569901,-96.71630096,220.8000031,221.8999939,null
644,32749,6/17/20 21:35,10TET598897,47.75799942,-122.2018967,7.3000001900000004,7.9000001,"Herbaceous/Grassland, Short Grass"
645,32750,6/17/20 22:03,10TET593897,47.75799942,-122.2076035,7.0999999,5.0999999,"Urban, Commercial Property"
646,32751,6/17/20 22:12,10TET593901,47.76179886,-122.2076035,15.30000019,15,"Urban, Roads and Parking"
647,32753,6/17/20 21:16,14RPU065613,30.37919998,-97.89099884,234.699997,231.199997,"Urban, Residential Property"
648,32754,6/17/20 21:22,14RPU065607,30.37389946,-97.89060211,262.2000122,255.8999939,"Urban, Roads and Parking"
649,32755,6/17/20 21:34,14RPU060607,30.37400055,-97.89610291,230.1000061,238.1000061,"Urban, Roads and Parking"
650,32756,6/17/20 21:43,14RPU056602,30.37000084,-97.90070343,228.3000031,230.6000061,"Urban, Residential Property"
651,32757,6/17/20 21:46,14RPU060602,30.36969948,-97.89620209,249,246.8000031,"Urban, Residential Property"
652,32769,6/17/20 22:56,10SEG844288,37.30250168,-122.0470963,115.3000031,112.8000031,"Urban, Roads and Parking"
653,32770,6/17/20 23:09,10SEG849288,37.3022995,-122.0416031,103.3000031,101.9000015,"Urban, Roads and Parking"
654,32771,6/17/20 23:19,10SEG849293,37.30670166,-122.0417023,100.0999985,98.30000305,null
655,32772,6/17/20 23:29,10SEG849298,37.31110001,-122.0412979,92.19999695,91.09999847,"Urban, Roads and Parking"
656,32773,6/17/20 23:40,10SEG849303,37.31549835,-122.0413971,89.30000305,88.59999847,null
657,32774,6/17/20 23:49,10SEG844302,37.31549835,-122.0473023,99.40000153,98.59999847,null
658,32777,6/18/20 0:03,11SLT934773,34.13150024,-118.1554031,245.5,244.8000031,"Urban, Roads and Parking"
659,32779,6/16/20 18:01,15RTP563430,30.19490051,-95.53109741,47,47,"Herbaceous/Grassland, Short Grass"
660,32865,6/17/20 22:11,14RPU064526,30.3010006,-97.89279938,261.2999878,264.2999878,null
661,32866,6/17/20 22:25,14RPU064521,30.29680061,-97.89320374,243.699997,251.1000061,null
662,32867,6/17/20 22:35,14RPU069521,30.29680061,-97.88829803,262.2999878,261.6000061,null
663,32801,6/18/20 21:04,14SPB711367,32.85549927,-97.17060089,188.6000061,188.8999939,"Urban, Residential Property"
664,32802,6/18/20 21:08,14SPB710367,32.8553009,-97.17220306,188.3999939,187.8999939,"Urban, Residential Property"
665,32812,6/18/20 21:10,14SPB712365,32.85380173,-97.17040253,185.3999939,185.8000031,"Urban, Residential Property"
666,32804,6/18/20 21:12,14SPB711364,32.85279846,-97.17060089,185.6000061,184.1000061,"Urban, Residential Property"
667,32805,6/18/20 21:15,14SPB710365,32.85390091,-97.17220306,185.1000061,185.8000031,"Urban, Residential Property"
668,32806,6/18/20 21:17,14SPB708368,32.85599899,-97.17379761,190.6000061,190.3999939,"Urban, Residential Property"
669,32807,6/18/20 21:21,14SPB715371,32.8594017,-97.16660309,192.1000061,190.199997,"Urban, Residential Property"
670,32808,6/18/20 21:24,14SPB716374,32.86199951,-97.16539764,195.1000061,195,"Urban, Residential Property"
671,32809,6/18/20 21:26,14SPB718373,32.86050034,-97.16349792,196.3999939,194.8000031,"Urban, Residential Property"
672,32810,6/18/20 21:28,14SPB720373,32.86090088,-97.16169739,191.6000061,190.699997,"Urban, Residential Property"
673,32811,6/18/20 21:31,14SPB717373,32.86059952,-97.16480255,197,195.1000061,"Urban, Residential Property"
674,32816,6/18/20 21:31,14RPU071614,30.37989998,-97.88529968,248,247.8999939,"Urban, Roads and Parking"
675,32817,6/18/20 21:38,14RPU062604,30.37150002,-97.89379883,247,251.699997,"Urban, Residential Property"
676,32818,6/18/20 21:44,14RPU051612,30.37859917,-97.90570068,213.199997,216.3999939,"Urban, Residential Property"
677,32819,6/18/20 21:53,14RPU071607,30.37409973,-97.88510132,267.1000061,258.2000122,"Urban, Roads and Parking"
678,32821,6/19/20 0:59,16TDM128732,42.20690155,-88.05539703,250.5,247.8999939,null
679,32822,6/19/20 1:07,16TDM133732,42.20660019,-88.04959869,240.699997,242,null
680,32823,6/19/20 1:13,16TDM124732,42.20690155,-88.06079865,256.7000122,254.8999939,null
681,32825,6/19/20 1:22,16TDM120732,42.20660019,-88.06549835,259.7000122,259.8999939,null
682,32845,6/19/20 13:39,14SQB123724,33.16989899,-96.72219849,219.5,219,null
683,32846,6/19/20 13:50,14SQB130724,33.16999817,-96.71520233,225.8000031,226.3999939,null
684,32847,6/19/20 13:58,14SQB133726,33.17210007,-96.71150208,229.8000031,231.3000031,null
685,32849,6/19/20 14:22,14SQB140720,33.16579819,-96.70510101,230.3999939,230.6000061,null
686,32850,6/19/20 14:38,14SQB134716,33.16270065,-96.71150208,228.8000031,229.8000031,null
687,35526,7/28/20 17:51,17RMM803702,28.6595993,-81.20110321,21.799999239999998,21.60000038,null
688,35527,7/28/20 17:55,17RMM803705,28.66150093,-81.20110321,18.299999239999998,19.89999962,null
689,35529,7/28/20 18:13,17RMM803708,28.66489983,-81.20059967,22.39999962,16.60000038,null
690,35528,7/28/20 18:05,17RMM803708,28.66489983,-81.20059967,22.39999962,16.60000038,null
691,35530,7/28/20 18:32,17RMM798704,28.6609993,-81.20619965,23.39999962,21,null
692,35531,7/28/20 18:37,17RMM799699,28.65620041,-81.20469666,22,24.39999962,null
693,35542,7/28/20 18:50,17RMM803700,28.65710068,-81.20130157,23.299999239999998,23.39999962,null
694,35585,7/28/20 19:51,15SUD611377,39.17819977,-94.60720062,234.199997,232.3999939,"Herbaceous/Grassland, Short Grass"
695,35586,7/28/20 20:05,15SUD605373,39.17440033,-94.61470032,226.3000031,230.3999939,"Herbaceous/Grassland, Short Grass"
696,35587,7/28/20 20:09,15SUD603370,39.1719017,-94.61669922,227.3000031,228.1000061,"Herbaceous/Grassland, Short Grass"
697,35588,7/28/20 20:13,15SUD603367,39.16899872,-94.61710358,228.5,225.5,"Herbaceous/Grassland, Short Grass"
698,35589,7/28/20 20:20,15SUD603373,39.17380142,-94.6167984,232.6000061,232,"Herbaceous/Grassland, Short Grass"
699,35590,7/28/20 20:28,15SUD608370,39.17110062,-94.61129761,229.8999939,231.1000061,"Shrubs, Closely Spaced, Tall Deciduous"
700,35591,7/28/20 20:39,15SUD613367,39.16859818,-94.60440063,229.1000061,234,"Herbaceous/Grassland, Short Grass"
701,35592,7/28/20 20:43,15SUD616366,39.16799927,-94.60169983,229.3000031,243.1000061,"Trees, Closely Spaced, Deciduous - Broad Leaved"
702,35593,7/28/20 20:46,15SUD617365,39.16730118,-94.60009766,231.199997,234.3000031,"Herbaceous/Grassland, Short Grass"
703,35600,7/28/20 20:56,15SUD617368,39.16949844,-94.60040283,255.3999939,250.8000031,"Herbaceous/Grassland, Short Grass"
704,35595,7/28/20 21:02,15SUD613369,39.17029953,-94.60479736,262.2000122,245.3000031,"Herbaceous/Grassland, Short Grass"
705,35601,7/28/20 21:06,15SUD611370,39.17129898,-94.60710144,273.7999878,273.7000122,null
706,35597,7/28/20 21:10,15SUD610371,39.17240143,-94.60849762,253.199997,263.2999878,"Herbaceous/Grassland, Medium Grass"
707,35599,7/28/20 21:23,15SUD612373,39.17459869,-94.60620117,262.7000122,277.8999939,"Urban, Roads and Parking"
708,35604,7/26/20 0:03,14RPU061527,30.30150032,-97.89620209,242.1000061,247.199997,"Barren, Dirt/Other"
709,35648,7/28/20 21:42,17RMM795704,28.66080093,-81.20960236,20.799999239999998,20.10000038,null
710,35649,7/28/20 21:56,17RMM795699,28.65640068,-81.20880127,21.200000760000002,20.700000760000002,null
711,35650,7/28/20 22:01,17RMM795697,28.65460014,-81.20939636,19.10000038,19.60000038,null
712,35651,7/28/20 22:10,17RMM799691,28.64920044,-81.20539856,22.799999239999998,22.299999239999998,null
713,35652,7/28/20 22:21,17RMM813690,28.64830017,-81.19090271,17.799999239999998,17.60000038,null
714,35665,7/30/20 0:47,11SLT922780,34.13740158,-118.1684036,247.3000031,211.5,null
715,33885,6/26/20 0:16,14SQB108631,33.08620071,-96.74130249,218.199997,218.3000031,"Urban, Residential Property"
716,33886,6/26/20 0:20,14SQB100631,33.0862999,-96.74970245,225,224.8999939,null
717,33887,6/26/20 0:24,14SQB100636,33.0909996,-96.74909973,217.6000061,215.8000031,"Urban, Roads and Parking"
718,33896,6/28/20 20:38,14SPB868494,32.96709824,-97.00050354,158.8999939,155.1000061,null
719,33897,6/28/20 20:43,14SPB873494,32.96689987,-96.9957962,154.8999939,155.3999939,null
720,33898,6/28/20 20:46,14SPB878493,32.96649933,-96.98999786,155.8000031,155.3999939,null
721,33899,6/28/20 20:52,14SPB883493,32.9659996,-96.98449707,156.3000031,155.3999939,null
722,33900,6/28/20 20:59,14SPB888492,32.96530151,-96.97910309,154.8000031,155.6000061,null
723,33901,6/28/20 21:02,14SPB893493,32.96580124,-96.97450256,155.8000031,153.6000061,null
724,33903,6/28/20 21:09,14SPB888488,32.96149826,-96.97969818,155.8999939,154.199997,null
725,33906,6/28/20 21:18,14SPB878489,32.96229935,-96.99009705,155.8999939,155.5,null
726,33907,6/28/20 21:21,14SPB873488,32.96220016,-96.99510193,154.8999939,153.699997,null
727,33908,6/28/20 21:26,14SPB868488,32.96239853,-97.00090027,156.5,153.3999939,null
728,33909,6/28/20 19:05,14RPU054601,30.36860085,-97.90270233,230.699997,231.3999939,null
729,33912,6/28/20 19:31,14RPU048590,30.35899925,-97.90850067,236.8000031,244.699997,null
730,33913,6/28/20 19:36,14RPU060599,30.36650085,-97.89640045,247.199997,242.3000031,null
731,33914,6/28/20 19:52,14RPU055606,30.37290001,-97.90200043,224.6000061,224.6000061,null
732,33915,6/28/20 19:59,14RPU059609,30.37619972,-97.89749908,234.8000031,233.8000031,null
733,33916,6/28/20 20:06,14RPU049614,30.38080025,-97.90789795,197.199997,195,null
734,33917,6/28/20 20:09,14RPU045612,30.37879944,-97.91179657,163.8999939,167.699997,null
735,33918,6/28/20 20:20,14RPU044606,30.37360001,-97.91249847,150.5,165.6000061,null
736,33919,6/28/20 20:37,14RPU045601,30.36879921,-97.91149902,162.1000061,163.6000061,null
737,33920,6/28/20 20:39,14RPU045596,30.36429977,-97.91169739,151,165,null
738,33921,6/28/20 21:13,14RPU054614,30.3803997,-97.90229797,223,216.699997,null
739,33924,6/28/20 21:48,14RPU042600,30.36829948,-97.91560364,167.1000061,165,null
740,33926,6/28/20 22:04,14RPU053614,30.38050079,-97.90350342,222.3999939,219.8000031,null
741,33929,6/29/20 0:36,18STG651521,37.48659897,-77.65589905,105,94.30000305,null
742,33945,6/26/20 18:13,14RNT523614,29.4817009,-98.45980072,221.8999939,224.3000031,"Trees, Closely Spaced, Deciduous - Broad Leaved"
743,33948,6/24/20 14:16,11SLT915768,34.12720108,-118.1763992,219,223,"Urban, Roads and Parking"
744,33952,6/28/20 22:39,14RNT503615,29.48209953,-98.48069763,215.5,214.3999939,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
745,33953,6/24/20 14:51,11SLT919783,34.14009857,-118.1715012,262.3999939,255,"Urban, Roads and Parking"
746,33955,6/25/20 14:25,11SLT920763,34.12229919,-118.1710968,213.1000061,214.699997,"Urban, Residential Property"
747,33956,6/25/20 14:30,11SLT919768,34.12659836,-118.171402,258.7000122,254.699997,"Urban, Roads and Parking"
748,33961,6/25/20 14:43,11SLT934763,34.12260056,-118.1552963,232,230.6000061,"Urban, Residential Property"
749,33962,6/25/20 14:53,11SLT930763,34.12260056,-118.1603012,227,228.3000031,"Urban, Roads and Parking"
750,33963,6/25/20 15:06,11SLT935768,34.1269989,-118.1547012,238.6000061,237.3000031,"Urban, Roads and Parking"
751,33974,6/29/20 11:33,32UMA774539,50.1371994,8.68490028,134.1000061,135.3000031,"Urban, Roads and Parking"
752,33975,6/29/20 11:53,32UMA774534,50.13270187,8.68490028,128.6000061,131.699997,null
753,33976,6/29/20 12:13,32UMA779535,50.13380051,8.69159985,137.3999939,139.5,null
754,33977,6/29/20 12:33,32UMA785532,50.13100052,8.70009995,131.8000031,133.3999939,null
755,33980,6/29/20 13:26,32UMA784539,50.13729858,8.69880009,148.8000031,150.3000031,null
756,33981,6/28/20 22:12,14RNT523609,29.4769001,-98.45970154,227.3000031,229.699997,"Urban, Residential Property"
757,33982,6/29/20 13:48,32UMA784544,50.14199829,8.69859982,160.6000061,160.1000061,null
758,33989,6/25/20 15:17,11SLT929768,34.1269989,-118.1604996,219,231,"Trees, Loosely Spaced, Deciduous - Broad Leaved"
759,34062,6/25/20 12:24,14RPU185732,30.48539925,-97.76519775,263.7999878,263.2999878,"Urban, Roads and Parking"
760,34063,6/25/20 12:30,14RPU182737,30.48990059,-97.7684021,271.6000061,272,"Cultivated, Crops or Pastures"
761,34064,6/25/20 12:39,14RPU175734,30.48789978,-97.77469635,275.3999939,278.5,"Trees, Closely Spaced, Deciduous - Broad Leaved"
762,34065,6/29/20 23:56,11SLT923763,34.12239838,-118.1669006,185.3999939,186.5,"Urban, Roads and Parking"
763,34067,6/25/20 12:45,14RPU168730,30.4843998,-97.78289795,282.3999939,281.8999939,"Trees, Closely Spaced, Deciduous - Broad Leaved"
764,34086,6/29/20 22:48,14SPB946546,33.01259995,-96.91571045,160.6000061,159.3000031,null
765,34087,6/29/20 22:54,14SPB941546,33.01258087,-96.92108154,156.3999939,160.1000061,null
766,34088,6/29/20 22:57,14SPB937545,33.01250076,-96.9263382,143.3999939,143.1000061,null
767,34090,6/29/20 23:08,14SPB932526,32.99481964,-96.93153381,139.8000031,140.199997,null
768,34119,6/29/20 19:05,18TXL058181,40.80720139,-73.74479675,14.399999619999999,14.100000380000001,"Urban, Roads and Parking"
769,34130,6/26/20 0:24,14RPU177728,30.48209953,-97.77300262,269.7000122,269.2999878,"Cultivated, Crops or Pastures"
770,34132,6/30/20 19:48,14SQB108645,33.09949875,-96.74030304,215,215,null
771,34134,6/26/20 0:39,14RPU180744,30.49640083,-97.770401,268.2000122,267.6000061,null
772,34135,6/30/20 19:54,14SQB108646,33.09960175,-96.74030304,216.699997,215.199997,null
773,34137,6/30/20 19:57,14SQB108646,33.09970093,-96.74030304,216.699997,215.3999939,null
774,34139,6/30/20 20:04,14SQB108646,33.09999847,-96.74030304,216.699997,216,null
775,34138,6/30/20 20:00,14SQB108646,33.09980011,-96.74030304,216.699997,215.8999939,null
776,34140,6/30/20 20:07,14SQB108646,33.09970093,-96.74030304,216.699997,215.3999939,null
777,34136,6/26/20 0:45,14RPU174743,30.4958992,-97.77619934,266.5,269.3999939,null
778,34148,6/30/20 23:02,16SFJ930753,39.50619888,-84.75489807,285.1000061,283.8999939,null
